taxonID	scientificName	parser_run	matchedType	matchSize	inputName	matchedName	inputCanonicalForm	matchedCanonicalForm	matchedEditDistance	inputRank	matchedRank	synonymStatus	acceptedName	matchedScore	matchTaxonID	classification
a393cfe9-a765-5813-94d9-c06ddcb927f9	Scaphella dubia	1	Canonical form exact match	2	Scaphella dubia	Scaphella (Aurinia) dubia (Broderip, 1827)	Scaphella dubia		0	species	e83592beeecb3b338b787e4140f49450	true	Scaphella dubia (Broderip, 1827)		6a1b5f404b09ca311cc4810cd986061c	Animalia(33521288), Mollusca(33521301), Gastropoda(33521302), Neogastropoda(33523027), Muricoidea(33523139), Volutidae(33532617), Scaphella(33534548), Scaphella dubia(e83592beeecb3b338b787e4140f49450)
5d14a08c-49b2-5e35-aac5-2f33c38eb3e3	Scaphiophryne boribory	1	Canonical form exact match	1	Scaphiophryne boribory	Scaphiophryne boribory Vences, Raxworthy, Nussbaum and Glaw, 2003	Scaphiophryne boribory		0	species	08a8673abbb27c7a75d6fb09d8aa9b8b	false	Scaphiophryne boribory Vences, Raxworthy, Nussbaum and Glaw, 2003		08a8673abbb27c7a75d6fb09d8aa9b8b	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne boribory(08a8673abbb27c7a75d6fb09d8aa9b8b)
8384a8c5-808a-5d4c-8bd2-d4ac277677b1	Scaphiophryne brevis	1	Canonical form exact match	1	Scaphiophryne brevis	Scaphiophryne brevis (Boulenger, 1896)	Scaphiophryne brevis		0	species	e8174e1969239d109ac2c204753acd2f	false	Scaphiophryne brevis (Boulenger, 1896)		e8174e1969239d109ac2c204753acd2f	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne brevis(e8174e1969239d109ac2c204753acd2f)
91991a23-b27a-5c45-8e09-f9fcfb45e607	Scaphiophryne calcarata	1	Canonical form exact match	1	Scaphiophryne calcarata	Scaphiophryne calcarata (Mocquard, 1895)	Scaphiophryne calcarata		0	species	59a2d34b25c829f00c39e2968807833a	false	Scaphiophryne calcarata (Mocquard, 1895)		59a2d34b25c829f00c39e2968807833a	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne calcarata(59a2d34b25c829f00c39e2968807833a)
8d6608c2-dc56-5058-97dc-0960f6a1fed5	Scaphiophryne gottlebei	1	Canonical form exact match	1	Scaphiophryne gottlebei	Scaphiophryne gottlebei Busse and Böhme, 1992	Scaphiophryne gottlebei		0	species	51299187b187ee2a8ea1cca89397fb58	false	Scaphiophryne gottlebei Busse and Böhme, 1992		51299187b187ee2a8ea1cca89397fb58	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne gottlebei(51299187b187ee2a8ea1cca89397fb58)
37cc115c-a144-5df3-ad44-abd656d1e598	Scaphiophryne madagascariensis	1	Canonical form exact match	1	Scaphiophryne madagascariensis	Scaphiophryne madagascariensis (Boulenger, 1882)	Scaphiophryne madagascariensis		0	species	faae8a8cab91d518dde71860d2d76ce6	false	Scaphiophryne madagascariensis (Boulenger, 1882)		faae8a8cab91d518dde71860d2d76ce6	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne madagascariensis(faae8a8cab91d518dde71860d2d76ce6)
6d5274e5-cfac-59e7-a475-7e60bf02d90c	Scaphiophryne marmorata	1	Canonical form exact match	1	Scaphiophryne marmorata	Scaphiophryne marmorata Boulenger, 1882	Scaphiophryne marmorata		0	species	a6fc2efb734de12f268dea78edca2d72	false	Scaphiophryne marmorata Boulenger, 1882		a6fc2efb734de12f268dea78edca2d72	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne marmorata(a6fc2efb734de12f268dea78edca2d72)
8ebc45ab-9542-5812-abe9-335f907ad8d2	Scaphiophryne menabensis	1	Canonical form exact match	1	Scaphiophryne menabensis	Scaphiophryne menabensis Glos, Glaw and Vences, 2005	Scaphiophryne menabensis		0	species	3800dbce789428fc317e9c373bcdf5a3	false	Scaphiophryne menabensis Glos, Glaw and Vences, 2005		3800dbce789428fc317e9c373bcdf5a3	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne menabensis(3800dbce789428fc317e9c373bcdf5a3)
371156dd-b9cd-58e0-ae63-0640e4ca3024	Scaphiophryne spinosa	1	Canonical form exact match	1	Scaphiophryne spinosa	Scaphiophryne spinosa Steindachner, 1882	Scaphiophryne spinosa		0	species	eaff615844943341339c0e3db09752b3	false	Scaphiophryne spinosa Steindachner, 1882		eaff615844943341339c0e3db09752b3	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Microhylidae(33526933), Scaphiophryne(33574068), Scaphiophryne spinosa(eaff615844943341339c0e3db09752b3)
cba665bb-5e89-5e24-852d-65bfe5722742	Scaphiopus couchii	1	Canonical form exact match	1	Scaphiopus couchii	Scaphiopus couchii Baird, 1854	Scaphiopus couchii		0	species	9bb26edae94661c1250880105c427641	false	Scaphiopus couchii Baird, 1854		9bb26edae94661c1250880105c427641	Animalia(33521288), Chordata(33521289), Amphibia(33526904), Anura(33526914), Scaphiopodidae(33526917), Scaphiopus(33661703), Scaphiopus couchii(9bb26edae94661c1250880105c427641)
